data,precip,maxima,minima,horas_insol,temp_media,um_relativa,vel_vento
10/07/1995,0,22.7,10.2,7.4,14.98,84.5,1.433333
11/07/1995,0,26.4,10.1,8.2,17.58,78.25,2
12/07/1995,0,29.9,16.4,6.9,21.74,77.5,0.966667
13/07/1995,0,30.7,19.1,6.9,22.8,70.5,2.033333
14/07/1995,0,25.6,19.2,0.2,21.4,83.25,1.1
15/07/1995,0,21.7,17.7,1.5,19.06,83.5,1.133333
16/07/1995,3.4,19.7,10.2,0,12.52,92,3.8
17/07/1995,38.7,12.6,10,0,11.68,95.5,1.733333
18/07/1995,24.3,14.2,11.2,0,13.04,96.75,0.666667
19/07/1995,24.5,15.8,12.5,0,13.3,93.75,1.8
20/07/1995,25,14.3,10.8,0,11.82,88.5,3.233333
21/07/1995,8.9,15.8,8.2,6.9,11.32,72.5,1.033333
22/07/1995,0,18.6,9,7.9,12.72,84.25,0.733333
23/07/1995,0,22.7,9.1,6.7,14.48,87.25,0.666667
24/07/1995,0,27,10.3,8.5,18.94,67,1.366667
25/07/1995,0,30.4,17.5,7.6,21.54,73.25,1.033333
26/07/1995,1.2,23.2,17.3,4.8,19.52,84.75,2.633333
27/07/1995,0.1,30.4,17.8,4.9,23.34,63.75,1.633333
28/07/1995,0,24.2,14.9,0,17.62,91.25,2.966667
29/07/1995,70.3,18.2,15.7,0,16.86,96.75,1.433333
30/07/1995,5.5,16.9,14.3,0,15.34,92.25,2.033333
31/07/1995,10,15.7,13.1,0,14.22,94,3.9
01/08/1995,36.7,25.2,14.2,4.4,18.76,91.5,0.333333
02/08/1995,0,21.8,15.9,0.1,16.96,93.75,2.066667
03/08/1995,10.4,15,12.3,0,11.74,95.5,2.9
04/08/1995,27.4,11,4.1,8.3,6.66,63,1.933333
05/08/1995,0,14.2,0.3,8.6,6.36,71.75,0.866667
06/08/1995,0,17.4,0.7,8.5,9.14,74.5,1.066667
07/08/1995,0.1,14.8,8.3,0,12.04,89,1.066667
08/08/1995,0.8,16,11.5,1.2,13.64,92.5,2.2
09/08/1995,10,17.3,13.1,0,13.4,94.75,1.266667
10/08/1995,7.2,14.2,8.6,0.5,10.82,78.5,2.566667
11/08/1995,0.1,19.4,10.6,0,15.08,89.25,0.866667
12/08/1995,10.8,21.6,14.4,0,0,0,1.1
13/08/1995,0.2,27.7,15.3,3.4,20.82,82.25,0.733333
14/08/1995,0,29.8,19.5,0,22.9,76,0.533333
15/08/1995,14.8,22.4,18.9,0,17.26,93.5,1.4
16/08/1995,24.3,12.9,9.6,0.1,10.4,75.5,2.066667
17/08/1995,0,11.3,6.5,0,8.76,90.25,1.333333
18/08/1995,7.5,16.2,8.6,7.2,11.7,83.25,2.566667
19/08/1995,0,15.2,5.5,9.4,9.3,77.25,1.066667
20/08/1995,0,17.4,3.2,9.8,10.34,78.5,2.2
21/08/1995,0,23.7,8.1,5.6,15.44,84.25,1.066667
22/08/1995,2.4,27,15.4,6.8,20.08,84.25,0.733333
23/08/1995,0,31.6,14.7,7.8,22.22,74,0.866667
24/08/1995,0,33.1,18.7,6.5,25,59,1.533333
25/08/1995,0,33.3,18,8.3,23.74,68,0.733333
26/08/1995,0,32.4,17.7,8.9,23.62,67.25,0.866667
27/08/1995,0,31.4,17.6,6.2,23.66,65.75,1.2
28/08/1995,0,24.1,18.1,0,18,84.25,2.9
29/08/1995,0,23.4,13.4,4,17.84,83.25,1.733333
30/08/1995,0,25.3,16.5,0,18.4,83,2.4
31/08/1995,0,22,13.5,0.5,17.38,86.5,1.066667
01/09/1995,0,28.2,15.6,0,19.58,69.5,3.033333
02/09/1995,0,19,10,7.6,12.66,75.75,2.633333
03/09/1995,0,19.4,8.9,8.5,13.76,68.75,3.933333
04/09/1995,0,24.4,10.3,10.1,16.76,67.5,2.066667
05/09/1995,0,28.8,10.3,9.9,19.24,65.5,1.4
06/09/1995,0,30.2,13.7,10.1,21.34,58.25,1.266667
07/09/1995,0,31.6,14.9,10.2,22.38,51.25,3.366667
08/09/1995,0,33,15,9.9,23.52,49.25,1.566667
09/09/1995,0,24.8,15.7,6.6,19.48,84.25,3.666667
10/09/1995,1.4,23.3,17.4,0,19.22,85.75,1.733333
11/09/1995,51.4,20.2,18.3,0,18.06,93.5,1.2
12/09/1995,20.3,16.5,10.8,4.8,12.34,71.75,2.4
13/09/1995,0,14.4,10.4,0,13.16,92,2.433333
14/09/1995,29.6,17.4,13,6.6,14.28,75.75,4.266667
15/09/1995,0,21,11.7,9.2,14.68,71,1.533333
16/09/1995,0,23.1,7.8,10.3,14.9,71.5,1.2
17/09/1995,0,27.6,9.6,9.7,18.56,79.75,1.333333
18/09/1995,0,31.2,15.6,6,21.04,68.5,2.433333
19/09/1995,17.1,19,9.3,0,11.78,93,1.066667
20/09/1995,15.7,14.8,7,10.5,9.88,74.25,2.433333
21/09/1995,0,20.6,4.4,10,13.2,70.25,2.766667
22/09/1995,0,19.3,12.8,0,16.24,88.25,1.2
23/09/1995,5.7,23,16.5,0,18.7,90.75,0.933333
24/09/1995,3,19,14.3,0.4,14.92,87.25,1.933333
25/09/1995,0.2,22.6,8.6,10,16.16,73.75,3.1
26/09/1995,7.1,21.8,15.4,0,19.36,87.25,1.733333
27/09/1995,0,20.8,14.6,0,16.3,84.5,3.133333
28/09/1995,0,17.4,14.7,0,15.6,91.75,2.4
29/09/1995,18.4,19.2,14.4,0,16.16,84.25,5.533333
30/09/1995,14.7,27.1,15,3.7,20.36,83.5,2.933333
01/10/1995,1,21.8,18,0,18.84,92.5,0.4
02/10/1995,0.3,24.1,16.9,8.7,18.2,81.5,2.233333
03/10/1995,0,24.2,14,6.3,19.12,77,3.6
04/10/1995,14.3,24,17.4,0,19.56,87.25,1.2
05/10/1995,0,25.5,17.5,0.3,20.68,84.5,0.533333
06/10/1995,0,27.6,17.2,7,21.28,81,1.866667
07/10/1995,0,27.8,17.6,4.2,22.32,80.5,1.2
08/10/1995,0.3,22.2,18.2,5.6,17.8,76.5,2.566667
09/10/1995,0,23,10.6,9.9,17.08,58.5,2.3
10/10/1995,0.2,21.1,12,10.7,16.56,58.75,4.133333
11/10/1995,0,23.4,10.1,10.4,15.78,71.5,2.3
12/10/1995,0,24.6,11.5,7.6,18.04,74.5,1.533333
13/10/1995,1.6,21,17.1,0,18.22,80.75,0.866667
14/10/1995,0.4,21.3,10,11.2,15.34,51.5,5.166667
15/10/1995,0,26.2,9,9.5,18.18,56.25,1.2
16/10/1995,0,27.4,12.4,10.8,19.2,57.75,2.233333
17/10/1995,0,22,13,4.6,17.1,61.25,2.3
18/10/1995,0.6,22,12,10.7,16,59.25,2.2
19/10/1995,0,24.2,9.4,10.4,16.9,60,2.233333
20/10/1995,1,23.1,15.8,2.9,17.74,80,3.8
21/10/1995,31.2,18.8,13.8,0.8,15.08,90.5,0.866667
22/10/1995,26.8,25.1,11.8,10,17.54,77.5,1.066667
23/10/1995,0,30.2,12.8,10.3,21.8,60.25,2.1
24/10/1995,0,32.2,15,10.5,23.04,58.75,4.266667
25/10/1995,0,34.4,18.5,8.5,24.98,53.5,1.533333
26/10/1995,0,23.6,20,0,21.02,87.75,1.933333
27/10/1995,3.5,22.4,18.5,0,17.9,96.75,2.566667
28/10/1995,6.5,19.8,13.8,3.9,15.48,68.25,4.266667
29/10/1995,0,17.8,8.4,3.8,12.6,69.5,2.766667
30/10/1995,0,22.2,8.8,10.5,16.08,72.25,2.633333
31/10/1995,0,26.2,13.7,1.3,22.32,51,2.8
01/11/1995,0,27.8,15.3,11.4,20.62,70.25,2.533333
02/11/1995,0,29.2,15,11.3,21.46,67,1.733333
03/11/1995,0,31,17.3,10.5,23.46,73.25,2.966667
04/11/1995,0,33.6,20,10.6,26.1,69,1.033333
05/11/1995,0,36.3,20.4,11,28.34,51.75,0.833333
06/11/1995,0,36.3,23.5,11.2,28.48,61,2.3
07/11/1995,0,34.1,23.3,8.5,27.48,67,1.1
08/11/1995,0,36,23.3,2.5,27.46,70.75,1.333333
09/11/1995,0.4,35.6,23,6.2,27.2,78.25,0.8
10/11/1995,19.3,25.4,19.4,0,21.16,84.5,2.9
11/11/1995,0.3,25.6,16.9,10.8,20.34,74.5,2.533333
12/11/1995,0,25.3,15.2,10,20.22,70.25,2.633333
13/11/1995,0,27.6,17.5,9.7,21.78,70.25,2.933333
14/11/1995,7,27.6,19,3.4,22.16,81.25,1.666667
15/11/1995,0,26.7,18.3,5.9,21.56,81.5,1.833333
16/11/1995,0,23.6,18.8,13,20.8,79.75,1.766667
17/11/1995,0.4,24,17.5,4,20.34,75.75,1.333333
18/11/1995,0.3,24.4,15,8.9,19.54,71.5,2.033333
19/11/1995,0.7,26.8,14.6,10.3,20.12,74,2.966667
20/11/1995,0,28.2,16.4,10.7,21.48,68.5,2.666667
21/11/1995,0,31.2,17.6,11.3,23.4,64.25,1.9
22/11/1995,0,28.4,19.9,1.2,24.46,63.75,2.266667
23/11/1995,0,28.6,19.7,11.1,22.94,74.75,1.766667
24/11/1995,0,27.2,18,7.9,21.76,71.25,2.466667
25/11/1995,0,28.2,17.1,9.8,22.06,72,1.8
26/11/1995,0.2,28.2,20,1,23.2,85.75,0.7
27/11/1995,0.1,27.6,17,6.9,20.32,87.75,2.166667
28/11/1995,27.7,22.2,13.7,11.9,17.46,66.25,1.633333
29/11/1995,0,27.3,10.8,12.3,19.26,64.5,1.966667
30/11/1995,0,33.8,16.3,11.9,24.94,62.5,1.633333
01/12/1995,0,35.4,20.3,7.8,26.94,63.25,2.466667
02/12/1995,12.4,28.4,21.3,3.8,23.98,78.75,2.266667
03/12/1995,0,28.4,19.7,9.1,23.7,69.75,1.8
04/12/1995,0,28.4,18.1,11.5,22.98,67.5,2.4
05/12/1995,0,30.7,18,11.7,23.68,65.5,1.933333
06/12/1995,0,32.8,17.7,11.6,24.22,67.75,1.533333
07/12/1995,0,36.2,21.1,9,27.58,56.25,1.966667
08/12/1995,0.3,27.4,19,6.5,21.2,64,3.366667
09/12/1995,0,25.2,13.8,11.6,18.8,63.75,2.4
10/12/1995,0,30.7,14.8,10.4,22.32,66,2.1
11/12/1995,0,32.6,20.3,11.5,25.5,61,1.866667
12/12/1995,0,24.5,18,5.5,19.74,63.75,3.3
13/12/1995,0,29.4,13.2,11.7,21.92,57.75,1.1
14/12/1995,0,30.6,17,11.8,23.26,60.75,1.8
15/12/1995,0,30.4,18.7,12,23.58,66.5,3.333333
16/12/1995,0,37.7,17.3,11.4,28.56,47,1
17/12/1995,0,32.8,22.9,9.8,26.5,71.25,1.833333
18/12/1995,0.1,38.4,21.7,9.1,29.86,41,1.833333
19/12/1995,0,32.8,23.4,11.6,26.46,62.25,4.6
20/12/1995,0,32.5,19.3,11.9,24.4,70.5,2.166667
21/12/1995,0,39,21,11.2,30.4,57.75,0.766667
22/12/1995,0,38,22.6,7.8,26.88,74,1.1
23/12/1995,66,27.2,20,0,24.32,91.5,3.566667
24/12/1995,46.8,27.5,22,0,24.26,83.5,8.466667
25/12/1995,1,24.6,21.9,0,22.62,93.25,3.866667
26/12/1995,7.4,25,21,0,22.2,83.5,6.966667
27/12/1995,0.1,26,20.1,0,22.02,86,2.4
28/12/1995,2.6,26.2,18.8,9.2,21.62,72.25,3.633333
29/12/1995,0,27.8,19.3,11.7,22.78,69,4.633333
30/12/1995,0,29,19.9,11.9,23.18,66.5,2.333333
31/12/1995,0,28,18.3,12,22.34,69,1.766667
01/01/1996,0,29.8,18.9,12,23.74,73.25,3.566667
02/01/1996,0,32.8,20,11.9,25.2,71.75,2.166667
03/01/1996,0,32.2,20.2,12.1,25.32,71.25,2.1
04/01/1996,0,36.2,21,10.4,27.84,67.5,1.133333
05/01/1996,0.8,27.2,20.4,0,22.4,84.25,2.4
06/01/1996,34.9,26.1,16.3,7.3,21.12,67,3
07/01/1996,0,28.4,16.7,10.2,22.34,68.75,3.733333
08/01/1996,0.5,32.5,18.9,8,24.6,73.25,0
09/01/1996,0,35,19.1,11.5,26.02,75.25,1.033333
10/01/1996,9,32.8,22.5,0,26.74,73.5,2.1
11/01/1996,0,36.6,21,9.3,29.16,57.25,1.366667
12/01/1996,0,32,22.9,10.7,26.62,72.25,2.233333
13/01/1996,0,30.5,22,3.6,25.38,75.5,2.5
14/01/1996,0.8,30.5,22.4,0.3,24.36,69,4.1
15/01/1996,0,27.7,20,1.4,24.12,74,0.966667
16/01/1996,3.8,30,20.5,6,24.74,77.75,1.2
17/01/1996,0.2,25.5,22.1,0,23,89.75,1.466667
18/01/1996,16.6,25.3,18.8,0.9,21.12,93.75,2.066667
19/01/1996,10.1,25,19.9,2.2,22.22,79.25,3.5
20/01/1996,0,25.5,20.6,1.9,22.62,85.25,3.633333
21/01/1996,0.5,29.9,21.3,3.7,23.8,82,3.133333
22/01/1996,4.2,31.5,20.1,7.7,25.16,80.5,0.833333
23/01/1996,0,31.7,21.7,11.1,25.92,73.75,2.933333
24/01/1996,0,29.5,21.5,4.7,25,80.75,3.2
25/01/1996,18.5,26.2,21,0.1,22.36,90.75,1.833333
26/01/1996,22.1,30.2,20.7,2.9,23.5,84.75,1.066667
27/01/1996,13.2,24.6,20.5,0.1,21.66,94.5,0.8
28/01/1996,17.8,29.1,18.9,3.3,22.84,83.75,0.466667
29/01/1996,1.3,30.6,22.1,0.9,25.22,87,0.6
30/01/1996,6.8,31.9,22.3,5,25.3,80,2.7
31/01/1996,18.3,29.9,21.6,1,23.58,88.75,1.166667
01/02/1996,20.8,26.2,21,1.6,22.78,86.5,2.166667
02/02/1996,8,27.3,18.3,11.3,22,72.5,3.066667
03/02/1996,0,30.5,18.3,9.9,24.12,72.25,3.2
04/02/1996,0,32.1,20.1,10.1,25.12,74.75,1.2
05/02/1996,1.6,31,22.4,6.4,26.36,77.75,1.433333
06/02/1996,4.3,28.2,21.1,9.8,23.74,78.25,2.366667
07/02/1996,0,32.5,18.3,10.6,25.08,73.75,1.466667
08/02/1996,0,32.5,22.5,2.5,25.88,83,0.333333
09/02/1996,0.5,29.6,22.4,4.6,25.04,79.75,1.3
10/02/1996,15.8,29.5,22,1.4,24.44,82.25,1.9
11/02/1996,1.8,24.8,18.3,9,20.72,59.75,1.4
12/02/1996,0,24.1,15.7,11.3,19,62.75,2.033333
13/02/1996,0,26.4,12.7,10.7,20.1,64.5,1.8
14/02/1996,0,29.2,15,10.8,22.04,65.5,1.9
15/02/1996,0,27.9,20.3,1,23.32,82.75,1
16/02/1996,0,31,21.6,4.8,24.46,85.75,2.2
17/02/1996,0.3,27.2,22,2.8,23.76,82.25,2.6
18/02/1996,0.8,29.9,21.3,11.1,24.76,78.25,2.866667
19/02/1996,0,31.6,22.3,9.5,25.58,77.75,1.9
20/02/1996,0,34.4,21.9,10.1,26.14,77.75,0.5
21/02/1996,8,31.8,21.5,10.3,25.58,78,1.033333
22/02/1996,0,33,21.3,9,25.54,81.25,1.966667
23/02/1996,0,34.8,21.1,1.6,25.66,78.25,1.4
24/02/1996,2.4,29.8,22.1,4.3,25.62,82,1.533333
25/02/1996,14.2,31.2,21.7,5.3,24.94,87.75,1.733333
26/02/1996,5.9,26.6,23.1,1.6,24.38,87.25,1.233333
27/02/1996,1.4,29.2,21.6,2.6,24.8,83.5,2.166667
28/02/1996,0,32.8,23.9,5.3,26.74,80.75,1.633333
29/02/1996,1.2,28.6,21.5,3.4,23.58,88.5,2.466667
01/03/1996,2.5,26.2,19.7,5.5,22.14,68.5,2.633333
02/03/1996,0,27.2,18.2,9.8,22.12,68.75,3.166667
03/03/1996,0,27.4,19.1,4.1,22.22,76.25,2.166667
04/03/1996,0,28,19.7,7.4,22.86,75.75,2.2
05/03/1996,0,25.6,18.8,1.4,22.28,82.75,2.133333
06/03/1996,2.1,31,20.9,7.2,24.14,81.5,1.233333
07/03/1996,0,31.6,21.2,6.6,24.72,80.25,1.5
08/03/1996,0,30.2,21.7,8.7,24.9,75.75,2.466667
09/03/1996,0,28.8,20.6,7.9,23.88,81.5,1.533333
10/03/1996,0.3,29.6,19.4,10.7,23.56,72.5,1.9
11/03/1996,0,31,18.9,10.6,23.74,68,1.633333
12/03/1996,0,31.6,19.9,6,24.46,73,1.333333
13/03/1996,0,31.9,21.6,3.4,24.18,82.25,0.8
14/03/1996,23.8,29.2,21.3,2.4,24.74,87.5,1.8
15/03/1996,0,30,20.7,6.7,24.48,81.5,1.7
16/03/1996,0,28.8,21.1,5.2,23.86,80.75,2.2
17/03/1996,0,28.1,20.5,8.2,23.56,79.25,2.033333
18/03/1996,2.5,29.3,20.1,5.3,23.4,79,1.833333
19/03/1996,0,26,21.3,0.5,22.92,85.75,1.7
20/03/1996,2,27.4,20.5,9,22.58,76.5,3.7
21/03/1996,0,29.7,19.1,10.6,23.28,71,2.733333
22/03/1996,0,30.7,19.7,7.3,24.64,69,2.1
23/03/1996,0,30.3,21.3,6.9,24.4,75.75,3.266667
24/03/1996,8.1,24.6,18.5,8.7,20.1,64,3.4
25/03/1996,0,25.6,15.2,10.6,19.64,65,1.666667
26/03/1996,0,28.5,15.6,6,21.74,62.5,0.766667
27/03/1996,0,31.6,16.6,10.3,22.92,70.25,1.133333
28/03/1996,0,30.2,18.5,8.8,22.5,82,1.8
29/03/1996,0,23.5,19.6,0,21.54,93.75,1.233333
30/03/1996,46.8,27.1,19.9,2.3,22.2,88,1.4
31/03/1996,0,28.2,17.8,4,22.2,86.5,2.666667
01/04/1996,0,32.4,19.7,8.5,25.02,76.75,1.133333
02/04/1996,1.6,35.2,22.5,9.2,25.98,71.5,2.733333
03/04/1996,24,25.4,19.5,0.5,22.18,84.5,1
04/04/1996,0,27.4,21.4,1.5,23.68,86.5,1.6
05/04/1996,0,30.7,21.5,9,24.48,82.5,0.933333
06/04/1996,0,33.8,21,7.4,25.22,81.25,1.733333
07/04/1996,9.5,24.2,17,8.4,19.02,71,1.9
08/04/1996,0,29,14.6,10.4,21.88,72,1.666667
09/04/1996,0,32.8,19,7.7,23.36,80,1.433333
10/04/1996,14,24.4,19.9,1.9,21.46,85.75,2.033333
11/04/1996,0.7,24.2,18.5,2.2,21.36,85.5,3.466667
12/04/1996,0,31,19.3,9.7,24.06,79.75,0.166667
13/04/1996,0,28,20.1,6.4,23.34,89,1.9
14/04/1996,0,32.2,21.9,9.7,25.7,85.5,1.4
15/04/1996,0,32.6,20,8.9,23.64,75.75,3.766667
16/04/1996,24.6,22.7,17.5,7.5,19.04,68.5,3.8
17/04/1996,0,19.5,11.4,9.6,14.54,63.25,4.133333
18/04/1996,0,19.5,10,7.7,13.98,74.75,1.9
19/04/1996,0,22,9.6,8.9,15.76,76.25,2.166667
20/04/1996,0,24.9,12,9.8,17.46,67.5,1.566667
21/04/1996,0,27,11.8,8.9,18.68,70.75,1.033333
22/04/1996,0,29,14.8,7.6,20.64,76.25,0.7
23/04/1996,0,27.1,17.8,3.9,21.96,81,1.1
24/04/1996,0,27.1,19.5,0.5,22.32,85.5,0.6
25/04/1996,0,22.5,19.3,0.2,20.12,83,2.366667
26/04/1996,0,23.5,15.4,6,18.18,73.75,2.5
27/04/1996,0,23.6,13.6,7,17.76,71.75,3.566667
28/04/1996,0,24.8,16.3,3.8,19.38,78.75,5.2
29/04/1996,0,27,16.3,6,20.18,77.75,2.6
30/04/1996,0,27.3,16,6.6,20.42,80.5,2
01/05/1996,0,27.6,17.7,5.4,21.06,80,2.733333
02/05/1996,0,26,17.8,8.7,20.26,78,3.3
03/05/1996,0,26.4,13.4,8.7,19.24,75.5,1.266667
04/05/1996,0,25.2,15,7.3,18.56,83,0.7
05/05/1996,0,25.8,13.8,7.9,18.32,77.75,0.5
06/05/1996,0,26.8,13.2,8.4,19.08,81.5,0.7
07/05/1996,0,28.8,15,8.5,20.38,75.75,0.966667
08/05/1996,0,27.5,15.8,6.5,20.3,80.5,2.033333
09/05/1996,0,25.4,18,4.1,20.14,82.5,3.033333
10/05/1996,0,24.9,15.5,5.8,19,82,1.033333
11/05/1996,0,23.6,13.8,8.5,17.14,77.75,0.766667
12/05/1996,0,26.5,11,8.3,17.98,82,0.766667
13/05/1996,0,25.6,14,8.4,19.44,72.75,1.2
14/05/1996,0,25,17.1,5.7,19.34,81.5,1.133333
15/05/1996,0,21.2,12,8.2,15.86,74.5,0.466667
16/05/1996,0,20.8,10,6.6,14.32,82.25,1.033333
17/05/1996,0,25.8,11.8,6.5,18.16,70.5,1.2
18/05/1996,0.1,20.2,14.8,3.4,16.8,82.75,0.866667
19/05/1996,0,20.8,11.8,2.6,15.92,87.25,0.533333
20/05/1996,0,20.8,13.4,0,15.48,84.25,1.566667
21/05/1996,0,20.4,9,4.7,14.04,79.5,1.966667
22/05/1996,0,18.7,13,0.4,15.9,69.75,2.033333
23/05/1996,0,18.8,13.2,3.5,15.26,72.25,1.833333
24/05/1996,0,19,8,4.4,13.4,83,1.366667
25/05/1996,0,23.8,11,7.7,16.28,71.25,1.766667
26/05/1996,0,23.6,12,7.4,16.16,82.75,0.766667
27/05/1996,0,18.8,11.8,1.2,14.8,90.75,0.666667
28/05/1996,0,19.8,8.2,7.5,12.84,81,0.666667
29/05/1996,0,20.4,8.5,4.1,14.02,86.5,0.6
30/05/1996,0,19.4,13,1.1,15.66,88.75,0.866667
31/05/1996,10.2,13.8,11.3,0,12.14,85.5,2.166667
01/06/1996,0.3,15,6.5,7.7,9.88,75.5,1.366667
02/06/1996,0,15.6,4.7,7.7,8.86,82,0.566667
03/06/1996,0,16.8,3.8,7.7,9.28,76,0.333333
04/06/1996,0,19.4,4.8,6.1,11.42,80.5,1.166667
05/06/1996,0.8,21.4,11.8,2.2,15.4,89.75,1
06/06/1996,0.5,17.2,12.4,0,13.92,93.5,0.433333
07/06/1996,0,19.6,9.6,5.9,13.56,84.75,1.3
08/06/1996,0,16.8,9.4,5.1,11.32,79.25,0.433333
09/06/1996,0,22.2,7.6,6.5,13.6,76.75,0.866667
10/06/1996,0,23.6,8.8,7.3,15.16,75.75,1.333333
11/06/1996,0,25.4,9.3,7.2,16.26,71.5,0.966667
12/06/1996,0,24.2,11.6,7,15.96,73.75,0.666667
13/06/1996,0,26.7,10,8.4,17.44,69,0.933333
14/06/1996,0,28,15.4,7.3,19.28,72,0.766667
15/06/1996,0,29,16,4.6,20.64,75.25,1.866667
16/06/1996,33,18.4,17.1,0,17.62,92,0.7
17/06/1996,0,18,15.4,0,16.38,94,1.366667
18/06/1996,22,16.5,12.8,0.5,14.08,77,1.4
19/06/1996,0,14.4,5.8,6.6,9.4,68.25,1.166667
20/06/1996,0,11.8,5,0,9.6,92.75,2.866667
21/06/1996,35.2,12.5,9.2,0.3,10.18,90.75,1.266667
22/06/1996,0.5,14.4,7.4,0.4,10,88.5,0.433333
23/06/1996,0,15.2,6,4.7,9.24,82.5,0.8
24/06/1996,0,16.6,2.9,7.5,8.42,82.5,0.166667
25/06/1996,0,15.8,8.3,5,11.4,72.75,1.333333
26/06/1996,4.6,11.8,7.8,0,9.8,94,1.433333
27/06/1996,41.2,12.8,10,0,10.7,93,2.433333
28/06/1996,18.5,10.1,8,0,8.7,86,2.366667
29/06/1996,1.5,10,2.8,7.7,5.28,78.5,2.066667
30/06/1996,0,13.5,0.4,7.1,6.1,75.5,1
01/07/1996,0,20.7,2.8,6.9,11.3,75.75,0.933333
02/07/1996,0,14.9,10.3,0,12.9,93.5,0.4
03/07/1996,12.8,16.4,9.8,6.4,11.36,83.5,1.9
04/07/1996,0,16.5,5.1,4.8,7.68,82.25,0.933333
05/07/1996,0,13.5,2,1.8,8.38,87,0.6
06/07/1996,0,16.8,5.9,3.1,11.76,79.25,2.2
07/07/1996,0,20.2,13,6.6,15.64,79,3.333333
08/07/1996,5.2,17.5,13.8,0,15.14,83,3.333333
09/07/1996,0,22.6,14.4,4.4,16.58,83.75,2.766667
10/07/1996,3.1,15.3,10.9,0.8,12,67.75,4.666667
11/07/1996,0.3,14.7,9.9,3,11.66,82.5,4.666667
12/07/1996,0,17.7,9.4,8.1,12.18,77.25,1.633333
13/07/1996,0,21,6.2,7.9,12.64,74.25,0.433333
14/07/1996,0,14.4,7.8,5.6,10.84,62.75,2.866667
15/07/1996,0,13.1,4.4,6.8,7.46,78.75,1.066667
16/07/1996,0,16.1,1.6,7.9,7.52,82.75,0.966667
17/07/1996,0,17.5,4.8,4.6,10.46,84.25,0.833333
18/07/1996,0,19.3,8,1.4,13.38,81.5,0.1
19/07/1996,0,23.5,13,5.1,15.78,80,0.6
20/07/1996,0,21.7,10,5.6,13.08,61,3.666667
21/07/1996,0,10.1,5.5,1.1,7.88,62.25,4.8
22/07/1996,0,11.5,6.2,0.9,8.58,89,0.933333
23/07/1996,0,19.1,6.8,8.7,11.48,80,0.666667
24/07/1996,0,19.5,6,4.6,12.18,75.75,0.4
25/07/1996,0,13.4,9,0.1,10.82,88.5,1.066667
26/07/1996,3.3,11.5,9.2,0,10.06,89.5,0.5
27/07/1996,0,14.7,3.8,6.3,7.78,84.5,0.2
28/07/1996,0,15.7,4,7.3,8.9,84.75,0.666667
29/07/1996,0,18.2,4,8.5,9.8,69.25,0.833333
30/07/1996,0,18.9,3.9,8.5,10.58,73,1.8
31/07/1996,0,20.7,7.6,8.4,12.5,81.25,0.433333
01/08/1996,0.1,19.1,9,4.2,12.66,92.5,1.033333
02/08/1996,0.2,22.6,8.7,6,13.54,86.25,1.866667
03/08/1996,0,26,6.4,8.5,14.84,75,0.633333
04/08/1996,0,26.8,9.8,5,16.08,67.75,0.6
05/08/1996,0,27.7,10.2,8.2,16.78,67.25,1.366667
06/08/1996,0,17.8,12,1.4,14.58,90.5,2.533333
07/08/1996,23.2,17.2,13,0,14.32,93.5,1.166667
08/08/1996,0,18.8,12,0,14.82,94,0.533333
09/08/1996,24.9,20.4,13.5,0,15.78,93,4.8
10/08/1996,0,17.6,9,8,11.16,75.25,1.766667
11/08/1996,0,22.6,7,8.5,12.96,77.75,1.866667
12/08/1996,0,22.6,8.2,8.2,14.28,79.5,1.8
13/08/1996,1.2,18.3,13,0,16.18,85.25,2.633333
14/08/1996,28.1,19.2,12.6,2.5,14.6,91,1.433333
15/08/1996,0,18.6,10.5,7.5,12.36,78,1
16/08/1996,0,19.8,4.8,9.6,11.6,75.5,1.366667
17/08/1996,0,24,7.6,8.6,14.76,77.25,0.366667
18/08/1996,0,27.8,10,8,16.64,69.5,0.866667
19/08/1996,0,30,10,9.4,18.4,67.75,0.633333
20/08/1996,0,29.8,14,9.6,20.36,66.25,0.866667
21/08/1996,0,22.6,14.8,0,18.28,86.25,0.966667
22/08/1996,0,25.5,15,7.7,18.38,85.75,0.933333
23/08/1996,0,28,15,7,19.04,80.25,1.8
24/08/1996,0,30.6,15,9.8,22.6,59.75,1.366667
25/08/1996,0,33.6,17,9.1,23.48,67.5,1.6
26/08/1996,9.3,23,13,0,15.42,92.5,2.333333
27/08/1996,31,13.6,10.6,0,11.76,93.5,1.166667
28/08/1996,18.4,17.8,11.4,7.3,12.96,69.25,1.166667
29/08/1996,0,20.4,6,10,12.2,70.25,0.833333
30/08/1996,0,18,10.4,0,14.36,84.25,0.933333
31/08/1996,20.3,20.5,13.8,0,17.02,94.75,0.933333
01/09/1996,27.2,20.8,13.6,4.6,15.36,84,1.1
02/09/1996,4,22.2,9,8.2,13.64,78.25,1.7
03/09/1996,0,14.4,10.1,0,11.72,90.75,3.966667
04/09/1996,10.1,17.7,8,10.2,13.1,46.5,3.8
05/09/1996,0,18.4,7,7.1,12.22,53.25,1.533333
06/09/1996,0,17.7,5,9.6,10.66,66.5,1.633333
07/09/1996,0,25,8,9.1,16.36,69.5,0.6
08/09/1996,2.1,18.4,13,0,15.6,78.5,1.533333
09/09/1996,12.6,16.4,7.8,9.5,11.08,65.25,2.433333
10/09/1996,0,18.4,5.3,10.1,11.12,58.75,0.733333
